V1,perm_ent4,mse,mape,sym_test
M368,0.9857966345778842,3567121.016824143,0.259843522627909,True
M369,0.9512629528742318,1197171.8832653624,0.1641872941012893,True
M370,0.9672805114939507,919958.5106818905,0.2241734647559674,True
M371,0.9439028892351329,2534507.7108818986,0.7219200413593266,True
M372,0.8063080740569438,744574.328455832,0.07063533676934163,False
M373,0.8798915955820709,382490.6629622456,0.22589046451187972,True
M374,0.9061176135806046,7723.294754595373,0.03056038978589532,False
M375,0.6965632975239032,255588.01885946482,0.06338054767465799,False
M376,0.3502086261562018,4236.147066666759,0.05154597530864266,False
M377,0.8466695015158675,1431843.3291208516,0.12560146364406224,True
M378,0.8103996182044634,10273.15151227679,0.04750286548784913,True
M379,0.8032950457074801,489327.4026493148,0.0816843046091475,False
M380,0.7647221062401159,260163.01662112374,0.0473549864116146,True
M381,0.8584745414406085,6812346.257918035,0.22275189722157096,True
M382,0.8395532771037065,424883.98252695496,0.10602942767863976,True
M383,0.8764725290090032,39264.9056120031,0.12606852344163133,True
M384,0.8757299679137374,2224.1028783950205,0.03486239671729118,True
M385,0.860144340214435,714785.5477380662,0.08562067686580987,False
M386,0.9682393740227829,5088.919004389617,0.03662990624758716,True
M387,0.8577289585281499,24585.352554869587,0.04580691754152426,True
M388,0.8870258109545655,32481.196874622856,0.03882636700579154,True
M389,0.7590414380921304,597.948814471922,0.007992502304299572,False
M390,0.6726767638073138,47914.56554993076,0.08821786101179484,False
M391,0.8663797756753525,19267.96548134421,0.07641887814725933,True
M392,0.8164201774449165,2446218.371952675,0.1419991794474936,False
M393,0.9016363854086813,182507.3591838073,0.03175943648463138,True
M394,0.8024804791066431,3848377.1324504116,0.18117891049854926,True
M395,0.8717359517488436,64555.20113731103,0.120369144402765,True
M396,0.8827561401708262,136038.0595835389,0.12116222337465334,True
M397,0.8767700940828356,1663.4312677640605,0.0127671177669118,False
M398,0.6966269926658478,27413.656991769873,0.050900202438919705,False
M399,0.9318263420118063,119451.99384142637,0.06037089157060708,True
M400,0.22653174529461442,48717.12970823078,0.09662933862763518,False
M401,0.15663802140606145,469.725171673497,0.009594174762133523,False
M402,0.6701070544657205,42532.13241049395,0.06563548804205123,True
M403,0.8604273919668177,7145.481097050699,0.00948280967784205,False
M404,0.7574044264231754,81564.21198202996,0.14930257391261323,True
M405,0.600440430522036,36192.17013662536,0.02287834123757115,True
M406,0.8733867165594222,5098422.037358572,0.1769720725336042,False
M407,0.6798508120483712,66190.87028045276,0.0237718957178816,True
M408,0.8979038380185509,581761.5830705068,0.1564212890947636,True
M409,0.8644743737823635,130793.75606522842,0.03255064534207265,False
M410,0.868623125431245,52868.14506138585,0.01758759157283267,False
M411,0.9134050536714841,61375.905888065776,0.018624706102291323,True
M412,0.6395822604304806,1928234.4486675572,0.19851552382418297,True
M413,0.9041977779739645,13598387.524001092,0.22278893809624284,True
M414,0.8043094228651173,6220379.4770862125,0.3089340247593002,True
M415,0.9736946166661391,102622.18337658774,0.21046109373578037,False
M416,0.5647822406679873,105270.55103209839,0.029580092584273014,False
M417,0.7732845687290537,576224.6462498651,0.2563583352440626,True
M418,0.9702896339340815,57391.48617976635,0.09708985130003553,False
M419,0.9542273166829232,579537.636945609,0.07906571136802948,False
M420,0.9748852910579852,2785719.092543897,0.22732895061361194,True
M421,0.9235417405088231,6913626.069163241,0.08318514800381818,True
M422,0.9210274894845049,925802.1857681903,0.03351883359356375,False
M423,0.9789338767271955,488209.4779973928,0.3161839889442412,True
M424,0.946867562927832,179927.3414991759,0.13285991688515586,True
M425,0.8553747464204423,5863.635163923163,0.03261940497335228,False
M426,0.8321939554380983,2230381.0906644743,0.2035091604727407,False
M427,0.7358640383850346,2183235.573998633,0.08300178173328207,False
M428,0.5921690067776986,12382.682663648913,0.023084191220122625,False
M429,0.8711903848249795,438465.9325857248,0.03117330973057246,False
M430,0.9204854235555204,32816.69752901253,0.04917019787554155,True
M431,0.9345124018065478,8453.629895868984,0.08877131882479039,False
M432,0.7724857127990217,132650.23828531464,0.0110277607452983,False
M433,0.9045877067163843,58307.418468175376,0.08692205717523555,True
M434,0.9614200127840623,133.94891865566984,0.010283516178061123,True
M435,0.8966775150598219,18427.97259574764,0.11617396904214387,False
M436,0.8556092507052119,712090.7509486969,0.1328413602360322,False
M437,0.8373175211268268,465202.0102541839,0.07454258483981535,False
M438,0.9641820005902104,78832.31506735271,0.03237711241860703,False
M439,0.9509137407190215,1034235.4216246232,0.2363377074806585,True
M440,0.9387781502309657,1349317.5563975344,0.13410974349397903,True
M441,0.910240592864283,3738564.061528257,0.5211907137523747,True
M442,0.8978809138888272,22488.264636488366,0.06603992788543574,False
M443,0.9628880076114653,697417.580829903,0.04161997163208367,False
M444,0.9633711558930664,33400022.00085822,0.7141046309283272,True
M445,0.9829493787282619,655201.4034915261,0.6266850907619775,True
M446,0.9892227933900608,1042011.056508264,0.2028622810883022,True
M447,0.9757127756665078,9426486.92741762,0.5001195674429537,True
M448,0.982610091496427,13221558.219459552,0.25976210916390363,True
