V1,perm_ent4,mse,mape,sym_test
D1,0.9404597024097295,797.6627459542451,0.012875522090116026,False
D2,0.9342341364939037,1644.2300204799121,0.009198558251541243,True
D3,0.07621715193680993,273.03434268973257,0.011925652408725717,False
D4,0.3425442783259394,31788.11777550224,0.13851616856234547,False
D5,0.24830844950663417,7763.715828655135,0.01256512485364375,False
D6,0.9457201962871157,33125.797535918486,0.04964823915772139,False
D7,0.9386208930784896,4713275.977801646,0.30133036452129136,False
D8,0.9381279418068101,131.25265786830354,0.004914248962568256,False
D9,0.9415274479979273,113.67491958705251,0.004862497185877725,False
D10,0.9395061746845748,808.5797511439738,0.00882947349505332,False
D11,0.9325111881631838,410.432163058035,0.006543586433846263,False
D12,0.9160072483872949,756.2310792131632,0.00591554910280329,False
D13,0.9250656541503024,91365.80619333146,0.03241644740635349,True
D14,0.8979833207218247,49585.21225002793,0.03239157593576442,False
D15,0.9729774863160413,211233.0535686106,0.04677597522201733,True
D16,0.9544753091301271,6180.398226032362,0.024041186621313316,True
D17,0.9645826583291063,638.8943221819225,0.00489952012178852,True
D18,0.9272535818972933,24850.96056090962,0.01465996702834629,True
D19,0.9409851172985085,7385.939971791288,0.03015778608183896,False
D20,0.9321618116594849,63236.943063616076,0.020849236956810725,True
D21,0.9377736109025888,7128.971693331473,0.029702761934635617,False
D22,0.9093211844394892,4455.172974330365,0.019927747724875527,False
D23,0.9202885026296846,1100.8450563895074,0.01514127128806506,False
D24,0.9108600474461306,3871.9023599609386,0.020752702331108493,False
D25,0.9192092547608504,577.9922796874972,0.012550030673138831,False
D26,0.909818379069758,3225.067488225454,0.020442977373664312,False
D27,0.9203418279669214,690.0221638392843,0.013094689487062366,False
D28,0.9319431151553257,33.579942235212165,0.011462436435907716,True
D29,0.9516215506523567,87731.21151155137,0.04049823967208594,False
D30,0.9330304026879536,56.91631099469853,0.010721888408167164,True
D31,0.9548148455766632,8623.240776729928,0.036124321334058296,False
D32,0.9545717593917221,7034.732266322545,0.03598287832347983,False
D33,0.9231439213025028,47501.646407075685,0.02821895834917456,True
D34,0.14930385413961195,79.60030686383928,0.0031250106847569158,False
D35,0.2020401357840098,7608.539408537952,0.047967223989533354,False
D36,0.5519751567475905,13198.133997628353,0.02665806042365938,False
D37,0.8994331075303267,45405.23947234935,0.09043030673967485,True
D38,0.9324373451369952,4850.681224776797,0.024193788722992177,True
D39,0.9218001576522483,194831.25055761723,0.1296943591451765,True
D40,0.9184834044017922,49939.216374665164,0.05370284602182749,True
D41,0.9355212671093132,28748.64260560822,0.02290307312982336,True
D42,0.9389539176219356,4225.0760616350335,0.006412043405860016,True
D43,0.9066724133930797,332.0479764229919,0.014392473958095202,False
D44,0.9113394138672299,21944.394738337054,0.011401098800796807,False
D45,0.9357530444748903,1897.2271261997794,0.0383091913236964,False
D46,0.9437655393949411,134396.13240234373,0.033135644798421536,True
D47,0.9258007768112272,1536.6278699218763,0.034460964135110454,True
D48,0.8471942498622795,24883.4040122768,0.013346122180368155,False
D49,0.8621563049416993,29542.497458147333,0.013749379012062416,False
D50,0.8034260376108034,81653.70044450345,0.023966503732311795,False
D51,0.901790824006556,1301.2523252511169,0.03175875897402998,False
D52,0.9034072004404009,3120.74456785714,0.015444027248806383,True
D53,0.9239234907645343,1642.0312921596,0.035921501788174555,False
D54,0.8524183194794331,1445.4303599051411,0.01160469326812935,False
D55,0.9038402076901526,104.73302876674136,0.008144655097154004,True
D56,0.9194827149362658,123459.90512276783,0.032515642438718254,False
D57,0.901472866835004,726.9703670758942,0.013606164523506574,False
D58,0.8780569666348216,1101.1243037667405,0.015276113807330583,False
D59,0.89583759306835,8306.170656166276,0.015028401937735938,False
D60,0.9486579026198884,1285.2751950055813,0.007283037738992115,True
D61,0.8587133452896023,4418.772214536837,0.016531848536973714,False
D62,0.8876779875392522,142393.7520671039,0.06518617687912202,False
D63,0.9255693681685754,7652.881393303569,0.016019700877159922,False
D64,0.920853677783203,4944.358545619424,0.05208559443235851,False
D65,0.8922680302301323,14868.569775809168,0.027235170749878603,False
D66,0.9207813086296046,623.3216200613828,0.014639934581002217,True
D67,0.8682875026028019,15784.163269280141,0.019498101953905996,False
D68,0.8597927666709841,10700.474982282363,0.017000361812327117,False
D69,0.8920775414242156,15249.760719196422,0.025143693590305115,False
D70,0.9238246017353843,17278.912719168537,0.0276936805458103,True
D71,0.8561543516461626,7991.8334390904,0.03039746396463403,False
D72,0.9112380568567642,892.347558370536,0.01296671964320684,False
D73,0.9057834480195253,1085.8408753348206,0.02865776549585311,False
D74,0.8956620229405747,920.1219267299115,0.007764254322289445,True
D75,0.8649651362703762,1474.8687373325924,0.020966756694926054,False
D76,0.8035632432094327,974.833307087054,0.015276547996015384,False
D77,0.8682260203795515,824.6549232979912,0.012605226319201277,False
D78,0.9128203651093381,3082.995693694204,0.016084212784031278,True
D79,0.8854673727301381,59101.55618440302,0.02136460718231606,False
D80,0.810218046736826,2184.3388282645096,0.016740636376367943,False
D81,0.8623754871484989,2173.4862898158476,0.02516610098710199,False
D82,0.8978020105658071,294.362495870536,0.013749063231855919,False
D83,0.9235045476162881,2967.957614508928,0.01499688259118965,True
D84,0.8858361142110814,1120.2895848772307,0.018676943728029916,False
D85,0.9056342515745623,13057.265603348222,0.017333820655410986,False
D86,0.7512798390008899,9089.300770479915,0.010993134008562755,False
D87,0.9360530850692221,1707.8541071707623,0.016452155537809706,True
